STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4600,Other recurrent taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,4600,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5112,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5113,Turnover and other general taxes on goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5113,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5125,Taxes on investment goods,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5125,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_6100,Other taxes paid solely by business,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,6100,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5300,"Unallocable between taxes on production, sale, transfer, leasing and delivery of goods and rendering of services and taxes on use of goods, or on permission to use goods, or perform activities",_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5130,Unallocable between general taxes and taxes on specific goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5130,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5128,Other taxes on specific goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5128,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4500,Other non-recurrent taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,4500,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5122,Profits of fiscal monopolies,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5122,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4200,Recurrent taxes on net wealth,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,4200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5124,Taxes on exports,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,5124,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4320,Gift taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,4320,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1457,Registration of immovable property rights,VEF,Bolivar fuerte,A,Annual,2008,,0,,A,Normal value,6,Millions,VEN_4400_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1550,Tax on Large Financial Transactions (IGTF),VEF,Bolivar fuerte,A,Annual,2008,,0,,A,Normal value,6,Millions,VEN_4400_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2010,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2010,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2011,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2011,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2011,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2012,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2012,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2012,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2013,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2013,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2013,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2014,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2014,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2014,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2015,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2015,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2015,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2016,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2016,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2016,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1457,Registration of immovable property rights,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,VEN_4400_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1169,Bank debits,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,VEN_4400_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2017,,0,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2008,,178342.466,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1169,Bank debits,VEF,Bolivar fuerte,A,Annual,2008,,61317.582,,A,Normal value,6,Millions,VEN_4400_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2009,,129440.544,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2010,,86997.61,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2011,,165096.325,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2012,,228794.864,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2013,,252702.98,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2014,,676006.58,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2015,,473878.55,,A,Normal value,6,Millions,VEN_1210_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,L_1550,Tax on Large Financial Transactions (IGTF),VEF,Bolivar fuerte,A,Annual,2017,,23991736.791,,A,Normal value,6,Millions,VEN_4400_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2008,,1705.445,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2008,,2468.199,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1578,Telecommunications,VEF,Bolivar fuerte,A,Annual,2009,,1831.225,,A,Normal value,6,Millions,VEN_5126_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2009,,2033.508,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2010,,2302.07,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2011,,1294.913,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2012,,1036.304,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2013,,1297.973,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2014,,1621.194,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2015,,2419.307,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2016,,6599.569,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,L_1188,"Casinos, bingo and slot machines",VEF,Bolivar fuerte,A,Annual,2017,,13674.656,,A,Normal value,6,Millions,VEN_5126_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2008,,6.824,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2008,,32464.92,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2008,,13225,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2008,,11738.804,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2009,,7558.531,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2009,,17646.587,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2009,,42045.48,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1348,Matches,VEF,Bolivar fuerte,A,Annual,2009,,21.829,,A,Normal value,6,Millions,VEN_5121_L4,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2010,,54008.64,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2010,,21915.27,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1378,Oil,VEF,Bolivar fuerte,A,Annual,2010,,12797.76,,A,Normal value,6,Millions,VEN_5121_L1,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2011,,27621.227,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2011,,60114.359,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2012,,77055.45,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2012,,35419.312,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2013,,59745.109,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2013,,103969.499,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
